"Product ID","Category","Brand","Name","Description","Rating","Review Count"
"332130","headphones","Bose","Bose SoundSport in-ear headphones - Apple devices, Energy Green","Amazon.com: Bose SoundSport in-ear headphones - Apple devices, Energy Green: Electronics","4.183255086071988","2556"
"332141","headphones","Unisar","Unisar TV Listener J3 Infrared Wireless Headphones","Unisar TV Listener J3 Infrared Wireless Headphones use an infrared receiver to connect to a stereo, TV or other device, giving you freedom to move around while you listen. They have an operable range of up to 33 feet. The headphones themselves are lightwe","4.0","32"
"6505","headphones","Monster","Beats by Dr. Dre Studio Silver Headphone from Monster","FREE Shipping on qualified orders. Today's professional music engineers manipulate music on hundreds of levels to create the most dynamic sounds ever experienced by the human race. Beats by Dre designed the Studio High-Definition Headphones to bring you e","3.5407185628742512","167"
"332140","headphones","Monster","Monster 128488-00 NCredible NTune On-Ear Headphone - Binaural - Integrated Microphone - ControlTalk Universal - Wired - Cherry Red","Nick Cannon brought his NCredible ideas to Monster to create these slick on-ear headphones that lets you hear your music like you've never heard it before. Details pop. Bass booms. Monster's advanced technology keeps it distortion free, no matter how loud","4.0625","32"
"332142","headphones","Beats by Dr. Dre","Beats by Dr. Dre Solo2 Wireless Headphones","Listen to music without worrying about wires thanks to the Beats by Dr. Dre Solo2 Wireless Headphones. You can unplug them and pair them with your Apple iPhone, iPad or iPod. This allows you to move freely for up to 30' of wireless listening. The solo2 he","4.5","20"
"332137","headphones","Beats by Dr. Dre","Beats by Dr. Dre Wireless Studio 2.0 Over-the-Ear Headphones, Assorted Colors","Enjoy listening to your favorite tunes while jogging, running errands, doing chores and more with these Beats by Dr. Dre Studio 2.0 Headphones. They have a wireless, over-the-ear design and are ideal for use with multiple devices. Equipped with Adaptive N","3.65625","32"
"332136","headphones","Beats by Dr. Dre","Beats Studio Over-Ear Headphones - Assorted Colors","Warning - Choking Hazard - Children Under 3 This toy is not suitable for ages under 3 years. It contains one or more of the following items: marbles, small ball, or small parts. The Beats Studio Over-Ear Headphones, Assorted Colors, offer the sound qualit","3.260869565217391","23"
"57709","headphones","DCI","DCI 21572 Peace Sign Earbuds, Assorted Colors - Wired Headsets - Retail Packaging - Multi","Product Description Color: Multi | Style: Peace Si...","4.124941176470588","425"
"332149","headphones","Beats by Dr. Dre","Beats by Dr. Dre Drenched Solo On-Ear Headphones, Assorted Colors","Warning - Choking Hazard - Children Under 3 This toy is not suitable for ages under 3 years. It contains one or more of the following items: marbles, small ball, or small parts. You get style and function when you wear Beats by Dr. Dre Beats Solo HD On-Ea","4.052631578947368","38"
"332145","headphones","iLive","iLive IAHB64B Bluetooth Stereo Headphones with Microphone, Black","The iLive IAHB64B Bluetooth Stereo Headphones with Microphone offers superior audio quality without limiting your range of motion. It allows you to move seamlessly between music or phone calls while keeping your cellular device safely tucked away in your ","4.25","32"
"6518","headphones","Yurbuds","Yurbuds Focus Pro with Microphone Sport Earphones","YURBUDS Ironman Series Endure Dry-Mic Headphones: Dry-Mic 3-button microphone system; TwistLock technology; moldable silicone ear loop; 1/8"" gold-plated stereo plug; neodymium drivers","3.5977811782708495","1307"
"332147","headphones","Koss","Koss On-Ear KPH Headphones with In-Line Volume Control, KPH7W","Koss On-Ear Headphones, model KPH7, are produced with a lightweight design that delivers the full power of Koss technology without excess bulk. Delivering solid sound performance, these headphones are suitable for listeners seeking ultra-light headphones,","2.6875","32"
"6520","headphones","Panasonic","Panasonic RP-HTF600-S Stereo Over-ear Headphones","The RP-HTF600s are excellent full size, closed type digital monitor headphones. They offer exceptional sound reproduction due to its large 50mm driver unit and frequency response of 10 Hz-27 kHz. For comfort and easy adjustments, the headband has a quick ","4.451597951024488","8004"
"6521","headphones","Sony","Sony MDRXB400/BLU Extra Bass Over The Head 30 mm Driver Headphone, Blue","Sony MDR-XB400 Blue/Black &bull; Blue & Black Luxuriously Padded On-Ear XB Series Stereo Headphones with Powerful 30mm Bass Drivers &bull; Specially Designed Powerful Drivers  &bull; Slim In Stature With Swivel-fold Earpads  &bull; Tightly Sealed Acoustic","4.625925925925926","54"
"465275","headphones","Beats by Dr. Dre","Beats Studio 2.0 Wired Over-Ear - Metallic Sky","Amazon.com: Beats Studio 2.0 Wired Over-Ear - Metallic Sky: Home Audio & Theater","3.6237824675324677","2464"
"6526","headphones","Audio-Technica","Audio Technica ATHESW9A Portable Wooden Headphones","Buy the Audio-Technica ATH-ESW9A Wooden Headphones, Portable at Full Compass. Wooden housings made of African Paddock not only look great - they contribute to the superior acoustic reproduction that these beautiful headphones offer. Audio-Technica's speci","4.594117647058823","17"
"465287","headphones","Crosley","Crosley CR9006A-TU Amplitone Headphones, Turquoise","Buy Crosley CR9006A-TU Amplitone Headphones, Turquoise: Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.97125","80"
"332167","headphones","Beats by Dr. Dre","Beats Solo 2 On-Ear Headphones","Warning - Choking Hazard - Children Under 3 This toy is not suitable for ages under 3 years. It contains one or more of the following items: marbles, small ball, or small parts. Wear a nice pair of headphones for listening to music with these Beats Solo 2","3.78125","32"
"6531","headphones","Sennheiser","Sennheiser HD 219 Headphones Black","Experience the sound quality that you deserve with a design that is minimalistic yet sophisticated. The Sennheiser HD219 Closed Back On-Ear Stereo Headphones is a pair of closed-back on-ear headphones that you will want to keep with you, when out and abo","4.106598984771574","197"
"332166","headphones","Beats by Dr. Dre","Powerbeats2 Wireless In-Ear Headphones","Records are meant to be broken. Inspired by LeBron James, Powerbeats2 Wireless was designed to defy the ordinary while catapulting athletes towards their relentless pursuit of perfection. Lightweight and engineered with the power of dual-driver acoustics,","2.0454545454545454","22"
"6532","headphones","Monster","Monster Inspiration Noise Isolating Over-Ear Headphones","MONSTER Inspiration Over-the-Ear Headphones: Over-the-ear design; comfortable ear cushions; interchangeable headband; ControlTalk and ControlTalk universal cables; Skype compatible; passive noise isolation","4.436551724137931","145"
"6535","headphones","Skullcandy","Skullcandy S5AVDM-161 Navigator Headphones with Mic, Black","FREE 2-DAY SHIPPING on qualified orders.  Navigate your music library in total comfort with crystal clear sound while wearing the Skullcandy Navigator Mic 3 Headphones. The smaller cousin of the Aviator, the Navigator delivers the same rich sound and deep","3.8567493112947657","363"
"465293","headphones","JLAB","JLab Audio JBuds FIT Sport Earbuds, Sweatproof and Water Resistant with In-Wire Customizable Earhooks - Gray/Yellow","Buy JLab Audio JBuds FIT Sport Earbuds, Sweatproof and Water Resistant with In-Wire Customizable Earhooks - Gray/Yellow: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.7074013157894736","608"
"6540","headphones","Skullcandy","Skullcandy S6HSDZ-161 Hesh 2.0 with Detatchable Cable - Black/Black","The Skullcandy Hesh 2.0 headphones delivers a true Supreme Sound with attacking bass, natural vocals and precision highs. Soft leather touch ear pillows for precision fit and acoustics. Detachable cable for mobility. Satin travel bag for safe, stylish sto","4.1940207443563144","3278"
"465290","headphones","B&O PLAY by Bang & Olufsen","B&O PLAY by Bang & Olufsen Beoplay H8 Wireless On-Ear Headphone with Active Noise Cancelling, Bluetooth 4.2 (Black)","Buy B&O PLAY by Bang & Olufsen Beoplay H8 Wireless On-Ear Headphone with Active Noise Cancelling, Bluetooth 4.2 (Black): Surround Sound Systems - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.022653721682848","309"
"465289","headphones","B&O PLAY by Bang & Olufsen","B&O PLAY by Bang & Olufsen Beoplay H6 Over-Ear Wired Headphone, 2nd Generation (Natural)","Buy B&O PLAY by Bang & Olufsen Beoplay H6 Over-Ear Wired Headphone, 2nd Generation (Natural): Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.416111111111111","180"
"465303","headphones","B&O PLAY by Bang & Olufsen","B&O PLAY by Bang & Olufsen H5 Wireless Earphone Headphone, Black (1643426)","Buy B&O PLAY by Bang & Olufsen H5 Wireless Earphone Headphone, Black (1643426): Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.2141762452107283","261"
"465302","headphones","Eskuche","Eskuche Control v2 ORG On-Ear Headphone with Apple 3 Button Mic, Orange","Buy Eskuche Control v2 ORG On-Ear Headphone with Apple 3 Button Mic, Orange: On-Ear Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.792207792207792","77"
"465301","headphones","Eskuche","Eskuche Control v2 KRM On-Ear Headphone with Apple 3 Button Mic, Cream","Buy Eskuche Control v2 KRM On-Ear Headphone with Apple 3 Button Mic, Cream: On-Ear Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.792207792207792","77"
"465300","headphones","Granvela","GranVela A809 Lightweight Foldable Stereo Headphones Adjustable Headband Kids Headsets with Built-in FM Radio, Micro SD Card Player,3.5mm Jack for iPhone, iPad, Android, PC and More (Dark Green)","Amazon.com: GranVela® A809 Lightweight Foldable Stereo Headphones Adjustable Headband Kids Headsets with Built-in FM Radio, Micro SD Card Player,3.5mm Jack for iPhone, iPad, Android, PC and More (Dark Green): Electronics","3.8865248226950353","423"
"465299","headphones","Eskuche","Eskuche Control v2 BRN On-Ear Headphone with Apple 3 Button Mic, Brown","Buy Eskuche Control v2 BRN On-Ear Headphone with Apple 3 Button Mic, Brown: On-Ear Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.792207792207792","77"
"465297","headphones","MQbix","MQbix MQHT560BLU Ear Foam Palette High Performance Headphones with Mic, Turquoise Blue","Buy MQbix MQHT560BLU Ear Foam Palette High Performance Headphones with Mic, Turquoise Blue: On-Ear Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.842995169082126","414"
"6554","headphones","Sennheiser","Sennheiser HD203 Closed-Back DJ Headphones","Sennheiser HD 203 &bull; Professional Studio DJ Monitoring Stereo Headphones with Closed Back Design & Powerful Bass for SPLs &bull; Lightweight Semi-Around-the-Ear Studio Headphones  &bull; Ideal for Home Recording  &bull; Secure Fit Prevents Sound Leaki","4.202173913043478","920"
"6556","headphones","Skullcandy","Skullcandy S2FFFM256 50/50 In-Line Microphone and Control Switch/Volume"," Get the Skullcandy 50/50 Earbuds (Black) at RadioShack.com and see our entire selection of Earbuds. Your ears will do a kickflip. These unruly 50/50 earbuds from Skullcandy are half mic and half bud. They have a superior 11mm driver for superb sound and ","3.912669683257919","884"
"6557","headphones","Sennheiser","Sennheiser OCX 685i Adidas Sports In-Ear Headphones - Black","Priced $51.99. Categorized under Consumer Electronics >> Portable Audio & Headphones. Condition: New, UPC: 615104221468, Brand: Sennheiser, MPN: 504978. Features
Ear canal fit blocks out background noise for complete focus without distraction, no sound le","3.93816425120773","621"
"465304","headphones","Monster","Monster NTUNE On-Ear Headphones","Amazon.com: Monster NTUNE On-Ear Headphones: Home Audio & Theater","4.452765957446809","470"
"6560","headphones","Audio-Technica","Audio Technica ATH-ANC23 QuietPoint Active Noise-Cancelling In-Ear Headphones","Buy the Audio-Technica ATH-ANC23 In-Ear Noise Canceling Headphones in Black at Full Compass. ATH-ANC23 QuietPoint&reg; Active Noise-Cancelling In-Ear Headphones reduce distracting background noise by up to 90% while offering the superior sound that makes ","3.8562962962962963","1350"
"6562","headphones","Stanton","Stanton DJpro300 Headphone","Stanton - DJPRO300 - Stanton DJ Pro 300 Headphone - Mono - Phono - Wired - 100 Ohm - 20 Hz 20 kHz - Over-the-head - Monaural - Circumaural - 9.84 ft Cable on Neobits.com shop. The DJ Pro 300 is a lightweight, comfortable single-sided headphone. It feature","4.140350877192983","114"
"6563","headphones","Bose","Bose SIE2 Sport Headphones - Green","www.Mega-Fast.com SIE2 Sport Headphones - Green (New) [bos-ie-sie2-grn-4830-new-mf1002] - The headphones feature a sweat-resistant and weather-resistant hydrophobic acoustic cloth as well as StayHear ear tips that remain in place even during strenuous wor","4.238025594149908","547"
"16804","headphones","SOL REPUBLIC","SOL REPUBLIC 1241-06 Tracks HD On-Ear Interchangeable Headphones with 3-Button Mic and Music Control - Blue","Product Description Color: Blue...","4.213807531380753","956"
"457120","headphones","Audio-Technica","Audio-Technica ATH-PRO700MK2 Headphone","Audio-Technica ATH-PRO700MK2 Headphone - Mfg Part No. ATH-PRO700MK2 New and improved, the ATH-PRO700MK2 from Audio-Technica is designed specifically for DJs. With a higher impedence, frequency zone, and output value, it is capable of delivering much accur","0.0","0"
"465327","headphones","V-MODA","V-MODA Zn In-Ear Modern Audiophile Headphones with 1 Button Remote and Microphone","Buy V-MODA Zn In-Ear Modern Audiophile Headphones with 1 Button Remote and Microphone: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.301327433628318","226"
"6569","headphones","Audio-Technica","Audio-Technica ATH-ANC1 QuietPoint Active Noise-Cancelling On-Ear Headphones","The Audio Technica ATH ANC1 QuietPoint headphones deliver natural sound and luxurious silence in a highly compact on ear design. The fold flat headphones incorporate Audio Technica s acclaimed active noise cancelling technology to block out up to 85 of ou","3.6043613707165107","321"
"16809","headphones","Skullcandy","Skullcandy S6AVFM-158 Aviator Headphones with Mic3","Pair Skullcandy with an organization like Jay-Z's ...","4.376470588235295","136"
"465326","headphones","Fanny Wang","Fanny Wang 1000 Series On-Ear Wangs Luxury Headphones with Apple Integrated Remote and Mic - Green (FW-1003-GRN)","Amazon.com: Fanny Wang 1000 Series On-Ear Wangs Luxury Headphones with Apple Integrated Remote and Mic - Green (FW-1003-GRN): Home Audio & Theater","3.9438297872340424","235"
"16812","headphones","Beats by Dr. Dre","Beats Mixr On-Ear Headphone","Beats MixrTM On Ear Headphones. One of the lightes...","4.400642742367435","1867"
"16813","headphones","Beats by Dr. Dre","Beats Wireless On-Ear Headphone (Blue - Discontinued by Manufacturer)","Product Description Color: Blue...","4.063662171753017","1409"
"399784","headphones","ONN","Onn Wireless Over-Ear Headphones, Black","Warning - Choking Hazard - Children Under 3 This toy is not suitable for ages under 3 years. It contains one or more of the following items: marbles, small ball, or small parts. Workout, play or complete chores while listening to favorite music or an audi","3.1875","32"
"16815","headphones","Beats by Dr. Dre","Beats Solo HD On-Ear Headphone (Drenched in Black)","Product Description Color: Matte Black...","3.9762202753441804","1598"
"465335","headphones","Panasonic","Panasonic RP-BTGS10-A Premium Bluetooth Wireless Water-Resistant Open-Ear Headphones, Blue/Yellow","Amazon.com: Panasonic RP-BTGS10-A Premium Bluetooth Wireless Water-Resistant Open-Ear Headphones, Blue/Yellow: PANASONIC: Home Audio & Theater","2.58128078817734","203"
"16817","headphones","Beats by Dr. Dre","Beats urBeats In-Ear Headphones","Beats urBeatsTM In Ear Headphones. Upgrade your mu...","4.418918918918919","37"
"465333","headphones","JVC","JVC HAECX20A Sports Clip Inner Ear Headphones, Blue","Buy JVC HAECX20A Sports Clip Inner Ear Headphones, Blue: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.9206349206349205","63"
"6579","headphones","The House of Marley","The House of Marley EM-JH013-RA Positive Vibration - Jammin On-Ear Headphone with 3-Button Mic - Rasta","House of Marley Jammin Positive Vibrations EM-JH013-RA - Rasta &bull; Rasta On-Ear Headphones with Microphone and Three-Button Controller &bull; 3.5 Gold Plated Stereo Jack  &bull; 50mm Moving Coiled Drivers  &bull; Natural Canvas and Genuine Leather for ","4.41875","80"
"16821","headphones","Skullcandy","Skullcandy Navigator Royal Blue/Black Mic3","You could say that the Skullcandy Navigator is jus...","4.033333333333333","90"
"465330","headphones","Phiaton","Phiaton PS 202 NC Active Noise Cancelling Earphones with Microphone","Buy Phiaton PS 202 NC Active Noise Cancelling Earphones with Microphone: Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.880769230769231","52"
"16823","headphones","Panasonic","Panasonic RPDJS400D Headphones","Select Specifications Drive Unit (mm): 40 Impedanc...","4.132603406326034","822"
"465328","headphones","Pyle","PSWP26BK Waterproof Sport Headphones MP3 Player 8GB Black Color","Buy PSWP26BK Waterproof Sport Headphones MP3 Player 8GB Black Color: Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.752","75"
"6584","headphones","Sennheiser","Sennheiser Set 840 RF Wireless TV Listening Headphones - Sennheiser Set 840 RF TV Sound Amplifier System - 840HC-SET840"," Get the Sennheiser TV Listening System at RadioShack.com and see our entire selection of Headphones from Sennheiser.  RadioShack","4.331590656284761","899"
"16824","headphones","House of Marley","House of Marley EM-JH063-RA Rise Up Rasta On-Ear Headphones","Product Description Style: Rasta...","4.022549019607843","102"
"465343","headphones","Crosley","Crosley CR9006A-GR Amplitone Headphones, Green","Buy Crosley CR9006A-GR Amplitone Headphones, Green: Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.985074626865672","67"
"16826","headphones","Skullcandy","Skullcandy Navigator White/Black Mic3","You could say that the Skullcandy Navigator is jus...","3.7841409691629955","227"
"465341","headphones","LSTN Sound","LSTN Cherry Wood Troubadours w/Mic","Amazon.com: LSTN Cherry Wood Troubadours w/Mic: Home Audio & Theater","4.421052631578948","76"
"465339","headphones","Deego","Nancy's Shop New Arrival Sports Bluetooth Headphones & Wireless Headset Stereo Earbuds Earphone Headset Headphone Built-in Mic Microphone, Music Hat Knitted Winter Hat Magic Hat Hands-free Music Mp3 Speaker Hat Women/men Winter and Spring Warm Hats,knit H","Buy Nancy's Shop New Arrival Sports Bluetooth Headphones & Wireless Headset Stereo Earbuds Earphone Headset Headphone Built-in Mic Microphone, Music Hat Knitted Winter Hat Magic Hat Hands-free Music Mp3 Speaker Hat Women/men Winter and Spring Warm Hats, k","3.97248322147651","149"
"16829","headphones","Beats by Dr. Dre","Beats urBeats In-Ear Headphones","Product Description Color: Red...","4.212714508580343","1282"
"465338","headphones","Alpine Hearing Protection","Alpine MusicSafe Pro Hearing Protection System for Musicians, White","Buy Alpine MusicSafe Pro Hearing Protection System for Musicians, White: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.152799999999999","125"
"465336","headphones","JVC","JVC HAECX20P Sports Clip Inner Ear Headphones, Pink","Buy JVC HAECX20P Sports Clip Inner Ear Headphones, Pink: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.9206349206349205","63"
"16833","headphones","Panasonic","Panasonic RPDJS400G Headphones","Select Specifications Drive Unit (mm): 40 Impedanc...","4.422205989773557","4107"
"352711","headphones","Apple","APPLE New 100 % OEM High Quality Earphones with Remote and Mic Control","Buy APPLE New 100 % OEM High Quality Earphones with Remote and Mic Control: Corded Headsets - Amazon.com ? FREE DELIVERY possible on eligible purchases","2.5841269841269843","63"
"465349","headphones","Sentey","Sentey Green Earbuds Earphones In ear Headphones headset Inline Control and Microphone Metal Audiophile for Music Running Travel Carrying Case Included Tangle Free Cable Oryon LS-4218 Kids Men Girls","Buy Sentey Green Earbuds Earphones In ear Headphones headset Inline Control and Microphone Metal Audiophile for Music Running Travel Carrying Case Included Tangle Free Cable Oryon LS-4218 Kids Men Girls: Earbud Headphones - Amazon.com ? FREE DELIVERY poss","4.098507462686567","670"
"6595","headphones","Yurbuds","Yurbuds Inspire Talk with Microphone Sport Earphones-White","YURBUDS Inspire Talk Earbud Headphones: Performance Fit design; 15.2mm drivers; neodymium magnets; 1-button microphone; water-resistant","2.8954954954954952","111"
"16836","headphones","Skullcandy","Skullcandy S2SBFY130 Smoking Buds with Mic","Product Description Size: One Size...","4.142399999999999","125"
"465347","headphones","Sentey","Sentey Earbuds Earphones In Ear Headphones Headset In-Line Microphone Stereo Bass for travel running Men Kids Girls NEXUS Black/Blue LS-4246 Hard Carrying Case Audiophile Sport Gaming Pc Mac Phones","Amazon.com: Sentey Earbuds Earphones In Ear Headphones Headset In-Line Microphone Stereo Bass for travel running Men Kids Girls NEXUS Black/Blue LS-4246 Hard Carrying Case Audiophile Sport Gaming Pc Mac Phones: Home Audio & Theater","4.021291866028708","418"
"16838","headphones","Skullcandy","Skullcandy Smokin Buds Mic'd, Carbon Grey/Black, One-Size","Skullcandy Smokin Buds provide you with supreme so...","3.94159509202454","815"
"465345","headphones","Bose","Bose QuietComfort 35 Wireless Headphones, Black","Buy Bose QuietComfort 35 Wireless Headphones, Black: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.498526039960694","3053"
"6598","headphones","XO Vision","XO Vision IR630B Universal IR Wireless Foldable Headphones - Blue","Buy the XO Vision Universal IR Wireless Foldable Headphones - Stereo - Blue - Wireless - Infrared - Over-the-head - Binaural - Circumaural with fast shipping and excellent Customer Service. Rakuten.com","3.7031031807602792","1289"
"465344","headphones","Bose","Bose QuietComfort 35 Wireless Headphones, Silver","Buy Bose QuietComfort 35 Wireless Headphones, Silver: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.502445386371047","3067"
"6600","headphones","Trademark Global","Digital 007 4-in-1 Wireless Headphones","The Trademark Games™ Digital 4-in-1 Wireless Headphones provide great sound and convenience! These wireless headphones work up to 30 feet away from their receiver and include an Online Chat feature. They offer well-balanced sound with great bass response ","2.5485436893203883","515"
"16842","headphones","Sennheiser","Sennheiser CX 215 Earphones - Red","Product Description Color: Red...","3.862323943661972","284"
"352713","headphones","JBL","JBL J33i Premium In-Ear Headphones with Microphone - White","Amazon.com: JBL J33i Premium In-Ear Headphones with Microphone - White: Electronics","3.2876288659793813","194"
"16847","headphones","SOL REPUBLIC","SOL REPUBLIC 1111-36 JAX In-Ear Headphones with 3-Button Mic and Music Control - Blue/Stellar","Product Description Size: Jax (3-Button) | Color: ...","3.9750741839762607","674"
"16850","headphones","Yurbuds","Yurbuds Inspire Sport Earphones - Women's","Product Description Designed specifically to fit s...","4.097217288336293","1689"
"457173","headphones","Apple","Apple Earpods OEM Original Stereo Headphones w/ Inline Control - White MD827LL/A","Apple iPhone 5, iPhone 5S, iPhone 5C Earpods with Remote and Mic (3.5mm) MD827LL/A Unlike traditional, circular earbuds, the design of the new Apple EarPods is defined by the geometry of the ear. Which makes them more comfortable for more people than any ","3.8260869565217392","23"
"16853","headphones","JVC","JVC HAFR6A Gumy Plus High Quality Headphones","Product Description Color: Blue...","4.41197189750856","8469"
"16855","headphones","Sennheiser","Sennheiser CX 215 Earphones - Bronze","Product Description Color: Bronze...","4.458333333333333","72"
"16856","headphones","Skullcandy","Skullcandy Uprock Pink On-Ear Headphones","Rock out with these Skullcandy Uprock Headphones ....","3.5185185185185186","27"
"6622","headphones","Yurbuds","Yurbuds Inspire Sport Earphones","Ironman Inspire Duro Earbud Headphones, Read customer reviews and buy online at Best Buy.","4.1370314842578715","667"
"16862","headphones","SOL REPUBLIC","SOL REPUBLIC 1111-31 JAX In-Ear Headphones with 3-Button Mic and Music Control - White/Black","Product Description Size: Jax (3-Button) | Color: ...","3.858495821727019","718"
"16865","headphones","Skullcandy","Skullcandy Uprock Headphones, Carbon Grey, One-Size","Rock out with these Skullcandy Uprock Headphones ....","0.0","0"
"6626","headphones","Koss","Koss UR-20 Home Headphones","Buy the Koss UR20 Stereo Headphone with fast shipping and excellent Customer Service. Rakuten.com","4.1188392857142855","1120"
"6627","headphones","JVC","JVC HAFX40B High Quality In-Ear Headphones","Galaxor Store Carbon Nanotube Inner-ear [HAFX40B] - JVC HAFX40B Carbon Nanotube Inner-Ear Earbuds (Black)Specifications:• Inner-ear Headphones With Carbon Nanotube Coated Diaphragms • Aluminum-plated Housing• Gold-plated, Iphone(r)-compatible Slim Plug• 3","4.469256381798003","3604"
"6628","headphones","JVC","JVC HA-V570 Supra-Aural Headphones","JVC - HAV570 - Full-Size DJ Headphones With In-Line Volume Control - With In-Line Volume Control on Neobits.com shop. <ul><li>40mm diaphragm<li>Frequency response: 8Hz-20kHz<li>Open-air style headphones with super bass sound system<li>Pivoting ear pieces ","3.7319543147208125","394"
"16874","headphones","Sennheiser","Sennheiser CX 215 Earphones - Green","Product Description Color: Green...","4.432098765432099","81"
"6635","headphones","Panasonic","Panasonic RP-HTF890-S Studio Monitor","Panasonic RP-HTF890-S &bull; Open-Air Over-Ear Headphones with Single-Side Monitoring System &bull; Full-Size Open Air Design Best Suited For High-end Audio Equipment  &bull; Features A Double Headband For A Custom Fit And Comfortable Extended Use  &bull;","4.494573643410853","4257"
"6636","headphones","JVC","JVC HAEBR80B Sports Clip High Quality Headphones","The new HA-EBR80 headphones are an earbud design with a unique adjustable ear clip that holds them securely in place. The new HA-EBR80 headphones are ideal for the active user. They feature a one-button remote control that makes it easy to operate the pla","4.131517648888199","6431"
"6637","headphones","Sony","Sony MDRZX100/BLK ZX Series Stereo Headphones","The MDR ZX100 headphones are a perfect choice where they have a slim and folding design for easy portability, suitable for users who seek lightweight headphones to enjoy their music. They come with 30mm driver units and a high power input of up to 1000mW ","4.290815853900615","15113"
"16877","headphones","Skullcandy","Skullcandy Uprock Orange/White On-Ear Headphones","Rock out with these Skullcandy Uprock Headphones ....","4.295019157088123","1044"
"16878","headphones","iFrogz","iFrogz EarPollution Plugz Nois","EarPollution Plugz Earbuds by iFrogz...","3.1145901639344262","61"
"16882","headphones","The House of Marley","House of Marley EM-FE003-SM Redemption Song Mist In-Ear Headphones with Apple Three-Button Controller","Product Description Size: One Size | Color: Misty/...","4.023287671232876","146"
"6643","headphones","Sony","Sony Digital Noise Canceling Headphones with 3 Distinct Modes, Pressure Relieving Urethane Cushions, 40mm Swivel Earcups, Monitor Function, Artificial Intelligence & Dynamic Closed Dome Design, Travel Case & Airplane Adapter - Eliminates 98.2% of Surround","Amazon.com: Sony MDRNC200D Digital Noise-Canceling Headphones (Discontinued by Manufacturer): Electronics","3.7076923076923083","494"
"57844","headphones","iFrogz","Earpollution EPD33-HPK Plugz Earbuds, Hot Pink","Product Description Color: Hot Pink...","4.159574468085107","141"
"6646","headphones","Urbanears","Urbanears Bagis Earphone, 5mW Max Input Power, 20Hz-20kHz Frequency Response, Dark Grey","FREE Shipping on qualified orders. Take yourself on a fantastic journey with the UrbanEars Bagis Headphones. Actually, they're killer earbuds with handmade drivers, convenient snap construction, and plenty of adjustability, but UrbanEars wants to call 'em","3.709649122807017","228"
"16894","headphones","iLuv","iLuv iEP311BLU The Bean In-Ear Stereo Earphone with Volume Control - Blue","Product Description Color: Blue...","3.7172727272727277","110"
"16895","headphones","UrbanEars","UrbanEars Bagis Headphones Indigo, One Size","Product Description Color: Indigo | Size: One Size...","3.5","390"
"332293","headphones","Audio-Technica","Audio Technica ATHCHX5ISBK SonicFuel Hybrid Earbud Headphones for Smartphones, Black","Amazon.com: Audio Technica ATHCHX5ISBK SonicFuel Hybrid Earbud Headphones for Smartphones, Black: Electronics","3.0703703703703704","54"
"332292","headphones","Audio-Technica","Audio Technica ATHCLR100WH In-Ear Headphones, White","Buy Audio Technica ATHCLR100WH In-Ear Headphones, White: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.211368421052632","475"
"6657","headphones","Yurbuds","30000 Ironman Inspire Limited Edition Black","YURBUDS Limited Edition Performance Fit Earbud Headphones: Triple Magnet Sound; sound-isolation and ambient-aware options; 15mm drivers; neodymium magnets; 3-button in-line microphone; tangle-resistant KEVLAR fiber cord; sweat- and water-resistant design","4.133333333333333","198"
"16898","headphones","Skullcandy","Skullcandy Fix Buds Headphones w/Mic3 Red/Black, One Size","Product Description Color: Red/Black | Size: One S...","3.5861720067453633","593"
"332295","headphones","Audio-Technica","Audio Technica ATHCLR100PL In-Ear Headphones, Purple","Buy Audio Technica ATHCLR100PL In-Ear Headphones, Purple: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.203805496828753","473"
"332294","headphones","Audio-Technica","Audio Technica ATHCLR100BL In-Ear Headphones, Blue","Buy Audio Technica ATHCLR100BL In-Ear Headphones, Blue: Earbud Headphones - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.212578616352202","477"
